iter	Logloss
483	0.2068148368
484	0.2067204363
485	0.2065466752
486	0.2063370673
487	0.2062024542
488	0.2060581294
489	0.2059330496
490	0.2058167122
491	0.2056346268
492	0.20547448
493	0.2052826438
494	0.205081451
495	0.2048808322
496	0.2047288832
497	0.2045724832
498	0.2044672365
499	0.2042796792
500	0.2040642003
501	0.2039433327
502	0.2038227683
503	0.2036774456
504	0.2035365666
505	0.2033697456
506	0.2031537793
507	0.2029999371
508	0.2028500996
509	0.202769174
510	0.2026311482
511	0.202447347
512	0.2023282595
513	0.2022056975
514	0.2020420397
515	0.2018937703
516	0.2017595132
517	0.2016275298
518	0.2014688904
519	0.2013488466
520	0.2011640176
521	0.2010114187
522	0.2009229253
523	0.2007368815
524	0.2006260788
525	0.2004817877
526	0.2003377811
527	0.2001616699
528	0.2000130983
529	0.1999237036
530	0.1998273634
531	0.1997030653
532	0.1995898342
533	0.1994533717
534	0.1992918663
535	0.1991097838
536	0.1989434036
537	0.1988414636
538	0.1987296466
539	0.198620973
540	0.1985122555
541	0.1983895774
542	0.1982308239
543	0.1980841578
544	0.1978801625
545	0.1976614663
546	0.197557423
547	0.1974549805
548	0.1972939276
549	0.1971869725
550	0.1970506901
551	0.1968698663
552	0.1967554585
553	0.1966323513
554	0.1964812715
555	0.1962827935
556	0.1962015885
557	0.1960284679
558	0.1958806814
559	0.1957196229
560	0.1955907363
561	0.195426247
562	0.1952897992
563	0.1951487785
564	0.1949854007
565	0.1948640546
566	0.1947788466
567	0.194679347
568	0.1945929135
569	0.1945084289
570	0.1943790319
571	0.1942040606
572	0.194071906
573	0.1939348708
574	0.1938018326
575	0.1936584591
576	0.1934835995
577	0.1933609218
578	0.1931744775
579	0.1930713277
580	0.1929068598
581	0.1927606309
582	0.1926543861
583	0.1925215674
584	0.1924072238
585	0.1922667236
586	0.1921842281
587	0.1920750088
588	0.1919397412
589	0.191755847
590	0.1916418425
591	0.1914948712
592	0.1913665807
593	0.1912622197
594	0.1911554299
595	0.1910424926
596	0.1909106138
597	0.1908549288
598	0.1906747373
599	0.1905275389
600	0.1904451619
601	0.1903422189
602	0.1902238785
603	0.1901172145
604	0.189991425
605	0.1898871361
606	0.1897919992
607	0.1896989038
608	0.1896307633
609	0.1895082153
610	0.1893784695
611	0.1892299785
612	0.1891495884
613	0.1890575736
614	0.1889385822
615	0.1888207611
616	0.1887232809
617	0.1886424903
618	0.1885167405
619	0.188417253
620	0.1883253936
621	0.1881836646
622	0.1880532663
623	0.1879444061
624	0.1878563367
625	0.18775729
626	0.1875383654
627	0.1874286295
628	0.1873120264
629	0.1872158193
630	0.1870754855
631	0.1869633854
632	0.1868487615
633	0.1867445458
634	0.1866184513
635	0.1865191971
636	0.1863452817
637	0.1862213174
638	0.1861139114
639	0.1859981454
640	0.1859009983
641	0.1857597344
642	0.1856533399
643	0.1855388876
644	0.1854609759
645	0.1853439159
646	0.1851957062
647	0.1851235428
648	0.1849945288
649	0.1848109556
650	0.1846737181
651	0.1845449768
652	0.1844187286
653	0.1843159288
654	0.1842030497
655	0.1840868753
656	0.1839367466
657	0.1838157465
658	0.1837121648
659	0.1835590118
660	0.1834688379
661	0.183368202
662	0.1832371807
663	0.1831224931
664	0.1829742526
665	0.1828574311
666	0.1827221473
667	0.1826217444
668	0.1825489952
669	0.1823923926
670	0.1822575727
671	0.1821340787
672	0.1819901828
673	0.1818745523
674	0.1818237974
675	0.1817269964
676	0.1816154921
677	0.1814232723
678	0.1813352795
679	0.1812217449
680	0.181101586
681	0.1810220949
682	0.180918722
683	0.180797739
684	0.1807231048
685	0.1806159804
686	0.1805398156
687	0.1804203835
688	0.1802697098
689	0.1801357417
690	0.1800311913
691	0.1798816289
692	0.1798141871
693	0.1796725287
694	0.1795710366
695	0.1794864351
696	0.179353487
697	0.1792555452
698	0.1791809749
699	0.1791115604
700	0.1790281069
701	0.1788596949
702	0.1787789041
703	0.1787263946
704	0.1786264442
705	0.1785452252
706	0.1783615015
707	0.1782575678
708	0.1781583637
709	0.1780835973
710	0.1780193026
711	0.1779005869
712	0.1777823782
713	0.1776648437
714	0.17760934
715	0.177504937
716	0.1773722779
717	0.1772109144
718	0.177101762
719	0.1770390338
720	0.1769467085
721	0.1767837969
722	0.176704549
723	0.1765917604
724	0.1765234469
725	0.1764289194
726	0.1763371068
727	0.1762447921
728	0.1761656447
729	0.1760609159
730	0.1759934712
731	0.1759326048
732	0.175880569
733	0.1757942172
734	0.1756872204
735	0.1755652651
736	0.1754641339
737	0.175353213
738	0.1752277308
739	0.1751136054
740	0.1750108931
741	0.1748667495
742	0.1747204124
743	0.1745906178
744	0.1744941229
745	0.1743764931
746	0.1742454662
747	0.1741639555
748	0.1740531066
749	0.1739752089
750	0.1738390501
751	0.1737260079
752	0.1736401115
753	0.1735667528
754	0.1734794742
755	0.1733117808
756	0.1732246599
757	0.1731153876
758	0.1729685914
759	0.1728790213
760	0.1728201591
761	0.172705677
762	0.1726403967
763	0.1725134837
764	0.1724202785
765	0.1723608426
766	0.1722749036
767	0.1721992331
768	0.1720950381
769	0.1720115439
770	0.1718768889
771	0.1717785721
772	0.1716201493
773	0.1715012865
774	0.1714625725
775	0.171368404
776	0.1712771905
777	0.1711833159
778	0.1710613527
779	0.171016266
780	0.1709068918
781	0.1708228929
782	0.1707157224
783	0.1706116547
784	0.1705423345
785	0.1704398838
786	0.1702945406
787	0.1702245956
788	0.1700996718
789	0.1700069728
790	0.1699318468
791	0.1698577817
792	0.1697884024
793	0.1696661692
794	0.1695946104
795	0.1695051458
796	0.1693926901
797	0.1693321136
798	0.1692423606
799	0.1691496018
800	0.1690374856
801	0.168936677
802	0.168834897
803	0.168756215
804	0.1686301182
805	0.1685412921
806	0.1684602469
807	0.1683697783
808	0.168296841
809	0.1681838539
810	0.1680562994
811	0.1679804248
812	0.1679221005
813	0.1678201082
814	0.1676967993
815	0.1675800248
816	0.1674617684
817	0.1673690414
818	0.167277308
819	0.1671610533
820	0.1670371069
821	0.1669020881
822	0.1667967551
823	0.1666715765
824	0.1665732632
825	0.1663891472
826	0.16627631
827	0.1661961577
828	0.1660476896
829	0.1659166288
830	0.1657897021
831	0.1657127268
832	0.1655893315
833	0.1655209387
834	0.1653694855
835	0.1652665699
836	0.1651254422
837	0.165048965
838	0.1649453309
839	0.1648716034
840	0.1647508971
841	0.164649017
842	0.1645417232
843	0.1644701125
844	0.1643788218
845	0.1642418729
846	0.164167109
847	0.164082637
848	0.1639888309
849	0.1639049629
850	0.1637591965
851	0.1636761901
852	0.1635501656
853	0.1634116084
854	0.1633346909
855	0.1632354369
856	0.1631451245
857	0.1630629079
858	0.1629786499
859	0.1629112072
860	0.1627987105
861	0.1627352148
862	0.1626233917
863	0.1625545598
864	0.1624641512
865	0.1623663702
866	0.1622590861
867	0.1621749207
868	0.1621135678
869	0.1620605465
870	0.1619829915
871	0.1618908101
872	0.1617993897
873	0.1617305058
874	0.1616553295
875	0.1615457053
876	0.1614461183
877	0.1613576801
878	0.1612466948
879	0.1611696664
880	0.1611064142
881	0.161005017
882	0.1609433913
883	0.1608516222
884	0.1607690856
885	0.1607011156
886	0.160638239
887	0.1605414578
888	0.1604836932
889	0.1604364821
890	0.1603135434
891	0.1602060485
892	0.1601280683
893	0.1600280192
894	0.1599515727
895	0.1598544119
896	0.1597455887
897	0.159661555
898	0.1595902993
899	0.1595045421
900	0.1594108281
901	0.1593552045
902	0.159284613
903	0.159216053
904	0.1591173215
905	0.15904659
906	0.1589301032
907	0.1588427547
908	0.158768025
909	0.1586993278
910	0.1586034696
911	0.1585344827
912	0.1584145062
913	0.1583069882
914	0.1581973866
915	0.1581384207
916	0.1580890338
917	0.1580015803
918	0.1578982606
919	0.1578287838
920	0.1577348031
921	0.1576257532
922	0.1575465499
923	0.1574301147
924	0.1573313017
925	0.1572470242
926	0.1571426482
927	0.157041276
928	0.1569557873
929	0.1568725586
930	0.1567705833
931	0.156682425
932	0.1566044916
933	0.1565413607
934	0.1564398704
935	0.1563448301
936	0.1562554836
937	0.1561383758
938	0.1560764198
939	0.155988455
940	0.155893201
941	0.1558208301
942	0.1557283062
943	0.1556529961
944	0.1555403489
945	0.1554048316
946	0.155317728
947	0.1552329812
948	0.1551764726
949	0.1550935345
950	0.1550304179
951	0.1549453419
952	0.154852436
953	0.1547843462
954	0.1546824622
955	0.1546151875
956	0.1545158802
957	0.1544149325
958	0.1543273229
959	0.1542283034
960	0.1541588029
961	0.1540812778
962	0.1540046044
963	0.1539210847
964	0.1538675836
965	0.1538074404
966	0.1537293912
967	0.1536306138
968	0.1535472676
969	0.1535105043
970	0.1534284614
971	0.1533336188
972	0.1532547503
973	0.1531825691
974	0.1531269337
975	0.153046462
976	0.1529298155
977	0.1528637365
978	0.152801571
979	0.1527241055
980	0.1526616052
981	0.1525789783
982	0.1525020635
983	0.1524414684
984	0.152352701
985	0.1522289517
986	0.152142208
987	0.1520531083
988	0.1519589447
989	0.15185132
990	0.1517921987
991	0.1516955897
992	0.1515907785
993	0.1514766435
994	0.151380768
995	0.1513255585
996	0.1512721447
997	0.1511833947
998	0.1510873654
999	0.1510242176
